Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
21,No,Travel_Frequently,314,Research & Development,22,4,Medical,1,9256,1,Female,30,3,4,Human Resources,4,Married,1466,14355,3,Y,No,22,4,1,80,2,10,1,4,0,5,3,0
26,No,Travel_Rarely,501,Sales,6,5,Marketing,1,5084,4,Male,69,4,3,Research Scientist,4,Divorced,2151,13458,5,Y,No,15,4,2,80,0,1,5,4,7,5,2,0
24,No,Travel_Frequently,1355,Human Resources,10,1,Medical,1,9753,3,Male,31,2,2,Research Director,3,Single,1207,10126,9,Y,No,21,4,1,80,0,6,2,1,7,1,5,0
29,Yes,Travel_Rarely,596,Sales,18,5,Human Resources,1,7000,1,Male,46,4,4,Human Resources,4,Divorced,3169,9370,1,Y,No,20,3,1,80,0,9,1,3,0,4,4,2
20,No,Travel_Frequently,780,Human Resources,26,1,Other,1,8737,1,Female,37,1,2,Research Director,4,Single,3757,3425,7,Y,Yes,15,4,3,80,1,1,4,1,0,2,0,0
28,Yes,Non-Travel,1122,Human Resources,11,1,Human Resources,1,1296,3,Female,69,3,1,Sales Representative,3,Divorced,1226,6817,0,Y,No,14,3,2,80,0,10,2,1,4,3,0,1
23,No,Travel_Rarely,1005,Human Resources,23,1,Medical,1,2666,4,Female,74,4,1,Laboratory Technician,4,Single,3120,16503,4,Y,Yes,19,4,1,80,2,11,3,4,1,4,0,0
20,No,Non-Travel,482,Sales,12,4,Human Resources,1,6727,3,Male,47,4,5,Healthcare Representative,1,Divorced,7941,4168,6,Y,Yes,22,3,4,80,1,1,2,4,2,0,1,4
22,Yes,Non-Travel,494,Sales,6,3,Medical,1,9701,2,Male,54,3,4,Sales Executive,3,Married,3906,3185,4,Y,No,24,4,3,80,0,4,3,3,0,2,1,5
21,No,Travel_Frequently,436,Research & Development,13,2,Medical,1,5135,2,Male,87,1,5,Manager,2,Single,3067,15114,7,Y,No,17,4,3,80,0,4,6,4,8,2,3,0
23,No,Non-Travel,929,Sales,24,1,Other,1,3805,2,Female,78,2,3,Sales Representative,4,Married,4494,10694,3,Y,No,19,3,1,80,2,9,3,3,3,5,0,0
28,No,Travel_Frequently,965,Research & Development,6,2,Marketing,1,1363,4,Female,51,1,3,Manufacturing Director,4,Married,3118,7870,5,Y,Yes,16,3,1,80,1,5,0,2,5,6,0,5
23,No,Non-Travel,927,Sales,10,4,Marketing,1,5454,4,Male,47,4,1,Human Resources,2,Single,5017,4857,5,Y,Yes,16,3,1,80,1,3,0,3,4,2,2,5
27,Yes,Travel_Rarely,216,Research & Development,15,4,Marketing,1,4394,3,Female,56,1,1,Sales Executive,1,Married,3368,6285,4,Y,Yes,22,4,3,80,2,0,4,4,8,3,2,5
18,No,Travel_Frequently,805,Human Resources,10,3,Life Sciences,1,7820,2,Female,33,2,4,Manufacturing Director,3,Single,6776,2676,4,Y,Yes,10,4,4,80,2,5,2,1,5,2,3,2
23,No,Travel_Rarely,705,Sales,16,1,Technical Degree,1,7226,3,Male,82,4,4,Manufacturing Director,4,Divorced,7502,10974,3,Y,Yes,10,4,3,80,1,7,0,3,2,5,2,4
19,No,Non-Travel,1461,Human Resources,2,1,Technical Degree,1,9249,3,Male,45,1,1,Laboratory Technician,2,Divorced,4426,10755,9,Y,No,19,3,3,80,3,11,1,2,4,2,4,0
20,No,Travel_Frequently,440,Human Resources,28,1,Life Sciences,1,5402,3,Female,62,4,4,Manufacturing Director,3,Married,6472,4453,1,Y,Yes,17,3,4,80,0,9,1,3,8,4,5,2
21,No,Travel_Rarely,1375,Research & Development,26,2,Technical Degree,1,1678,1,Female,45,1,4,Manager,1,Divorced,7672,12956,2,Y,No,17,4,2,80,3,9,4,1,1,6,0,3
29,Yes,Non-Travel,887,Research & Development,20,1,Marketing,1,4541,2,Male,85,1,2,Manufacturing Director,4,Single,4711,16916,3,Y,No,14,4,1,80,3,6,3,1,1,3,2,0
28,No,Travel_Frequently,1065,Research & Development,29,5,Medical,1,5827,2,Male,85,3,3,Research Director,4,Divorced,2973,11768,9,Y,No,13,3,4,80,1,0,2,4,5,2,0,5
20,No,Non-Travel,899,Human Resources,27,2,Medical,1,4036,3,Male,44,3,4,Manager,3,Divorced,5264,18345,8,Y,Yes,14,4,2,80,3,2,0,2,4,3,2,0
25,No,Travel_Frequently,1403,Human Resources,10,1,Human Resources,1,4767,1,Male,90,4,1,Laboratory Technician,3,Single,4502,7202,5,Y,No,23,4,4,80,0,5,4,1,3,2,0,3
20,No,Non-Travel,376,Sales,16,4,Other,1,3633,2,Female,79,4,4,Sales Representative,3,Single,4894,4329,5,Y,Yes,12,4,3,80,1,10,4,3,0,4,2,1
22,No,Travel_Rarely,610,Human Resources,25,5,Marketing,1,5397,4,Female,81,2,4,Sales Representative,4,Single,7996,4240,5,Y,No,21,4,2,80,2,4,3,3,1,3,3,2
24,Yes,Travel_Frequently,1415,Sales,21,3,Human Resources,1,9434,4,Male,48,4,2,Research Director,2,Divorced,7540,15229,9,Y,No,20,4,4,80,3,6,6,4,0,0,2,5
18,No,Non-Travel,997,Research & Development,24,5,Other,1,4947,3,Male,59,4,4,Manufacturing Director,3,Married,3038,14413,8,Y,Yes,13,4,4,80,1,5,2,3,9,1,2,2
26,No,Travel_Frequently,898,Human Resources,19,4,Marketing,1,1382,1,Female,58,1,4,Sales Executive,3,Divorced,5295,14316,0,Y,No,12,3,4,80,1,2,2,1,1,4,5,1
29,No,Travel_Frequently,737,Human Resources,11,5,Other,1,6303,3,Male,46,1,2,Research Director,1,Married,2824,6505,0,Y,Yes,11,4,1,80,3,1,4,1,6,1,0,3
18,No,Travel_Frequently,1345,Human Resources,16,5,Medical,1,7419,2,Female,42,3,1,Sales Representative,2,Single,4098,18490,7,Y,Yes,11,3,2,80,3,9,3,4,4,4,0,4
21,No,Non-Travel,1000,Human Resources,8,1,Marketing,1,2423,3,Male,50,3,3,Sales Representative,3,Married,5898,12582,6,Y,No,18,4,3,80,3,0,0,3,0,2,2,3
19,No,Non-Travel,335,Sales,24,4,Technical Degree,1,3163,3,Male,65,1,4,Sales Representative,1,Married,6062,4297,0,Y,Yes,24,3,3,80,3,9,3,1,7,4,0,5
19,Yes,Travel_Frequently,885,Sales,5,2,Other,1,6644,3,Male,30,3,1,Research Scientist,2,Divorced,4670,18746,0,Y,Yes,24,3,4,80,3,5,2,1,9,4,3,1
29,No,Travel_Rarely,849,Human Resources,15,5,Human Resources,1,4340,1,Female,90,3,2,Research Director,3,Married,5391,6745,9,Y,Yes,17,4,1,80,0,3,5,4,5,4,3,0
18,No,Travel_Rarely,134,Human Resources,9,3,Human Resources,1,6065,2,Female,87,2,2,Sales Representative,4,Married,5976,19418,0,Y,No,13,3,3,80,0,7,2,3,6,1,0,2
20,Yes,Travel_Frequently,1152,Human Resources,1,3,Human Resources,1,4478,4,Male,79,1,4,Research Scientist,4,Married,7052,18480,6,Y,No,10,4,1,80,0,6,0,3,7,2,3,2
26,No,Non-Travel,707,Sales,9,2,Technical Degree,1,6879,3,Male,51,4,4,Laboratory Technician,1,Married,2313,12531,1,Y,Yes,16,3,3,80,0,0,4,2,8,1,1,1
19,No,Non-Travel,698,Human Resources,1,5,Medical,1,8008,4,Male,92,4,1,Manufacturing Director,2,Single,5589,5394,0,Y,No,11,3,4,80,1,6,3,1,3,5,1,2
27,No,Travel_Frequently,422,Research & Development,18,2,Medical,1,6159,2,Male,32,4,3,Manager,3,Divorced,5757,18709,7,Y,Yes,16,4,3,80,3,8,0,1,3,2,2,5
26,No,Travel_Rarely,935,Sales,19,4,Technical Degree,1,6719,1,Male,92,2,5,Laboratory Technician,1,Married,6077,9593,1,Y,Yes,20,3,3,80,0,1,5,1,5,5,5,2
24,No,Non-Travel,524,Sales,15,1,Other,1,5276,1,Female,45,2,2,Healthcare Representative,1,Single,2539,19360,2,Y,Yes,12,3,2,80,1,5,3,2,2,6,2,5
18,No,Travel_Frequently,1413,Sales,21,5,Marketing,1,6142,3,Female,62,1,3,Sales Executive,2,Single,5026,17697,1,Y,No,16,3,4,80,1,9,0,3,6,5,2,0
26,No,Travel_Frequently,468,Research & Development,24,2,Technical Degree,1,4855,1,Male,97,4,2,Sales Representative,4,Single,4473,13390,3,Y,Yes,15,4,4,80,0,8,6,3,2,2,5,1
20,No,Travel_Rarely,277,Sales,8,1,Medical,1,4143,2,Female,38,2,5,Research Director,2,Single,7316,7643,6,Y,No,13,4,4,80,0,2,1,4,1,3,5,4
18,No,Travel_Rarely,983,Sales,5,2,Other,1,1796,3,Female,56,2,1,Healthcare Representative,2,Divorced,3338,8371,5,Y,No,15,4,3,80,0,10,4,4,3,2,4,5
19,No,Travel_Rarely,917,Research & Development,14,5,Other,1,4955,3,Female,91,3,4,Sales Executive,4,Single,1522,10528,4,Y,Yes,12,3,3,80,1,4,5,2,6,5,4,3
22,No,Non-Travel,240,Human Resources,4,2,Human Resources,1,2757,3,Female,67,4,4,Sales Executive,1,Married,4256,7743,9,Y,Yes,14,4,2,80,2,2,3,1,9,3,2,5
27,No,Travel_Rarely,1135,Human Resources,11,4,Medical,1,9719,2,Female,57,4,4,Research Director,4,Married,3755,6058,4,Y,No,22,4,3,80,0,7,0,2,3,3,5,3
18,No,Travel_Rarely,1348,Human Resources,14,1,Medical,1,5007,4,Male,89,1,5,Sales Executive,4,Married,4338,10715,9,Y,No,12,3,4,80,3,1,2,3,5,3,1,4
25,No,Travel_Rarely,918,Sales,6,5,Other,1,2186,2,Female,82,1,5,Laboratory Technician,2,Divorced,7625,6258,0,Y,No,18,4,1,80,2,6,0,3,9,2,4,5
21,No,Travel_Rarely,760,Human Resources,4,3,Technical Degree,1,4275,3,Female,89,1,5,Research Director,1,Divorced,3026,8343,3,Y,No,17,3,2,80,1,5,5,4,0,4,1,4
24,Yes,Travel_Rarely,1114,Sales,9,1,Life Sciences,1,3352,3,Male,71,4,5,Human Resources,1,Divorced,5332,13859,8,Y,No,10,3,4,80,0,3,5,1,8,6,0,2
23,No,Non-Travel,811,Human Resources,16,4,Human Resources,1,4231,4,Male,63,1,1,Sales Representative,1,Single,7693,9673,8,Y,Yes,20,4,2,80,3,10,4,4,8,0,0,1
23,No,Travel_Rarely,761,Human Resources,28,5,Medical,1,1005,3,Male,74,3,3,Manager,4,Married,2484,14299,7,Y,No,23,3,2,80,0,2,0,4,6,5,0,2
27,No,Travel_Frequently,1357,Human Resources,2,1,Human Resources,1,3936,1,Male,81,1,5,Human Resources,3,Married,7546,17713,4,Y,No,16,3,4,80,2,6,2,4,6,2,0,1
26,No,Travel_Frequently,661,Research & Development,21,5,Human Resources,1,6273,1,Male,62,3,1,Manager,1,Divorced,3418,17617,9,Y,Yes,20,3,2,80,3,4,0,1,9,2,5,2
27,Yes,Non-Travel,107,Human Resources,12,2,Human Resources,1,5434,1,Female,86,1,5,Sales Representative,2,Married,7874,13552,6,Y,Yes,11,4,2,80,1,8,2,1,5,2,2,0
25,Yes,Travel_Rarely,172,Human Resources,25,1,Other,1,2691,2,Female,89,2,3,Sales Representative,3,Married,5486,18890,1,Y,Yes,14,4,4,80,0,11,0,3,0,3,4,1
22,Yes,Non-Travel,594,Sales,1,4,Technical Degree,1,3213,2,Female,35,3,1,Healthcare Representative,1,Single,6081,7147,3,Y,No,12,3,2,80,1,1,6,3,1,4,1,4
18,Yes,Non-Travel,1455,Human Resources,14,3,Human Resources,1,2134,2,Male,69,1,2,Laboratory Technician,2,Married,6640,19358,4,Y,No,19,3,4,80,3,7,3,1,7,2,5,1
25,Yes,Non-Travel,1283,Human Resources,27,2,Other,1,8876,4,Male,55,4,4,Healthcare Representative,1,Single,5725,10754,3,Y,No,23,4,2,80,2,11,5,3,2,0,1,3
26,Yes,Non-Travel,856,Research & Development,1,1,Other,1,9415,2,Female,31,4,4,Human Resources,4,Married,4765,2625,5,Y,Yes,18,4,1,80,0,3,0,4,3,2,3,0
26,Yes,Travel_Frequently,388,Sales,4,1,Life Sciences,1,4223,1,Male,50,1,2,Research Scientist,2,Divorced,5263,5969,1,Y,Yes,14,4,2,80,0,5,6,1,5,2,0,5
24,Yes,Travel_Rarely,613,Research & Development,4,2,Technical Degree,1,7677,1,Male,32,1,4,Manager,3,Married,6241,15092,9,Y,Yes,21,4,4,80,1,5,6,4,8,0,5,3
19,Yes,Travel_Rarely,408,Sales,23,5,Life Sciences,1,2630,1,Male,78,1,3,Research Director,1,Married,2376,16411,2,Y,Yes,21,4,1,80,0,8,2,2,2,6,1,3
19,Yes,Travel_Frequently,1374,Human Resources,25,1,Other,1,2439,4,Female,36,4,5,Sales Representative,3,Divorced,3411,12514,2,Y,Yes,20,3,3,80,0,0,2,2,5,5,5,5
18,Yes,Non-Travel,680,Sales,20,4,Human Resources,1,1155,2,Female,86,1,4,Manufacturing Director,2,Single,5930,5885,1,Y,No,23,4,4,80,2,10,5,4,9,3,4,4
26,Yes,Travel_Frequently,1320,Research & Development,28,1,Human Resources,1,5427,2,Female,84,1,5,Healthcare Representative,4,Divorced,7813,2332,1,Y,Yes,14,4,3,80,2,11,1,4,8,2,5,1
22,Yes,Travel_Frequently,206,Research & Development,17,5,Medical,1,3926,4,Female,54,1,1,Research Director,4,Married,2989,2126,3,Y,No,14,4,1,80,2,1,3,4,9,2,4,5
18,Yes,Travel_Frequently,1427,Human Resources,8,2,Technical Degree,1,2123,2,Male,59,1,2,Sales Representative,3,Married,3018,4392,2,Y,No,10,3,2,80,0,3,2,3,2,1,4,3
24,Yes,Travel_Rarely,1186,Research & Development,9,3,Technical Degree,1,9699,1,Male,36,4,5,Human Resources,3,Single,6386,9588,4,Y,No,16,4,3,80,0,11,4,3,0,4,2,0
28,Yes,Travel_Frequently,502,Research & Development,27,2,Other,1,7591,3,Female,63,3,1,Laboratory Technician,3,Single,7878,14100,4,Y,Yes,10,4,2,80,2,2,4,2,4,1,4,1
25,Yes,Non-Travel,122,Human Resources,29,1,Medical,1,9197,3,Female,85,4,1,Research Director,1,Married,5306,9045,1,Y,No,16,4,3,80,2,0,0,1,2,1,4,3
28,Yes,Travel_Frequently,311,Human Resources,21,4,Medical,1,5161,4,Male,49,2,1,Manufacturing Director,2,Divorced,7411,12433,6,Y,No,13,3,4,80,0,11,6,3,2,5,5,0
29,Yes,Non-Travel,296,Human Resources,22,5,Other,1,3665,4,Male,78,1,4,Sales Representative,1,Married,2644,11147,4,Y,No,16,4,3,80,0,5,5,1,2,4,3,5
24,Yes,Travel_Rarely,799,Research & Development,24,1,Other,1,9488,1,Male,59,4,2,Research Scientist,3,Single,4925,17292,4,Y,No,16,4,1,80,2,9,2,3,7,1,1,1
22,Yes,Travel_Rarely,352,Research & Development,21,4,Marketing,1,1417,2,Female,61,3,2,Laboratory Technician,3,Single,2427,12196,9,Y,No,22,3,2,80,1,1,0,4,7,4,3,4
21,Yes,Travel_Frequently,589,Sales,29,3,Technical Degree,1,6454,2,Male,76,4,1,Research Director,2,Divorced,5684,2857,6,Y,No,13,4,2,80,1,6,2,1,5,2,1,0
19,Yes,Travel_Frequently,933,Human Resources,21,5,Other,1,1167,3,Male,63,3,1,Sales Representative,2,Divorced,4590,4862,1,Y,Yes,24,4,1,80,2,1,2,4,8,5,3,2
23,Yes,Travel_Frequently,903,Research & Development,29,1,Marketing,1,4085,2,Male,60,3,3,Human Resources,4,Single,2704,10510,2,Y,Yes,18,4,2,80,2,0,6,4,7,6,2,4
29,Yes,Travel_Rarely,763,Human Resources,20,3,Marketing,1,4964,4,Female,32,4,2,Sales Executive,1,Married,3009,17100,5,Y,Yes,10,4,2,80,1,3,0,4,5,3,3,3
27,Yes,Travel_Rarely,652,Human Resources,21,2,Other,1,2634,4,Female,90,1,4,Laboratory Technician,1,Single,4845,12508,7,Y,No,22,4,4,80,3,6,5,3,6,5,5,1
24,Yes,Travel_Frequently,580,Research & Development,3,3,Other,1,7302,2,Female,56,1,5,Research Scientist,1,Married,2811,13319,4,Y,Yes,17,4,2,80,1,5,5,3,4,6,2,3
29,Yes,Travel_Rarely,1436,Sales,23,3,Technical Degree,1,5450,3,Male,97,2,1,Sales Representative,1,Divorced,6660,6162,5,Y,No,12,4,4,80,0,6,1,1,9,6,5,0
26,Yes,Non-Travel,335,Human Resources,11,1,Marketing,1,6848,2,Male,66,3,5,Sales Representative,1,Single,3118,19845,6,Y,Yes,22,4,1,80,1,7,4,4,2,0,4,1
24,Yes,Travel_Frequently,560,Sales,14,4,Other,1,6103,1,Male,52,3,4,Laboratory Technician,4,Married,3903,10720,2,Y,Yes,21,3,2,80,2,3,4,4,9,6,3,2
25,Yes,Non-Travel,1003,Sales,18,3,Human Resources,1,4335,1,Male,91,3,4,Sales Representative,1,Divorced,3443,9413,3,Y,No,21,4,1,80,1,7,0,1,4,5,5,2
19,Yes,Travel_Frequently,1186,Human Resources,11,1,Marketing,1,4800,1,Female,31,4,5,Research Director,3,Married,6601,12451,9,Y,No,12,4,2,80,0,5,5,3,1,6,3,0
21,Yes,Travel_Frequently,1074,Research & Development,15,5,Marketing,1,9284,4,Male,93,3,2,Sales Executive,3,Divorced,4783,9203,9,Y,No,18,4,3,80,2,8,0,2,3,4,4,0
29,Yes,Travel_Rarely,1144,Human Resources,21,4,Marketing,1,8628,4,Female,68,4,1,Healthcare Representative,3,Married,7324,17267,1,Y,No,13,4,2,80,0,3,1,4,7,0,1,3
26,Yes,Non-Travel,1066,Human Resources,26,2,Human Resources,1,5526,4,Male,77,4,3,Human Resources,1,Divorced,6182,7334,6,Y,No,10,4,3,80,3,6,6,2,0,3,0,3
22,Yes,Non-Travel,552,Research & Development,12,5,Technical Degree,1,7156,3,Female,93,1,2,Manager,1,Single,1822,6183,0,Y,No,16,4,1,80,2,2,6,2,1,6,3,4
26,Yes,Travel_Frequently,181,Sales,18,3,Life Sciences,1,3492,4,Female,52,3,5,Manager,1,Divorced,1705,13363,6,Y,No,17,4,2,80,1,0,0,4,7,5,2,0
18,Yes,Travel_Rarely,133,Sales,28,3,Technical Degree,1,2309,4,Female,73,3,1,Research Scientist,3,Married,1978,16225,0,Y,Yes,18,3,2,80,0,7,5,4,4,3,1,3
27,Yes,Travel_Rarely,287,Research & Development,14,4,Life Sciences,1,5099,1,Male,71,2,4,Manufacturing Director,2,Divorced,5290,11433,5,Y,Yes,19,3,2,80,0,10,0,3,2,0,5,3
25,Yes,Non-Travel,957,Research & Development,14,4,Human Resources,1,1234,2,Female,55,2,3,Laboratory Technician,1,Married,7173,2480,8,Y,Yes,12,4,2,80,2,11,5,4,4,1,1,5
20,Yes,Travel_Frequently,402,Human Resources,29,3,Human Resources,1,1101,4,Female,82,4,4,Healthcare Representative,2,Single,6909,15864,9,Y,No,13,3,1,80,1,9,2,3,1,0,4,1
20,Yes,Travel_Rarely,1144,Research & Development,15,1,Marketing,1,1880,1,Male,70,1,3,Research Director,4,Divorced,4705,17591,6,Y,No,13,3,2,80,1,2,3,3,4,3,2,5
18,Yes,Non-Travel,1017,Research & Development,8,3,Human Resources,1,3215,4,Male,47,4,1,Research Director,4,Married,2188,14340,6,Y,No,20,4,4,80,2,6,2,3,5,4,0,5
21,Yes,Non-Travel,713,Research & Development,25,3,Marketing,1,8756,1,Female,98,4,2,Human Resources,2,Married,6611,6885,9,Y,Yes,15,3,2,80,0,3,0,4,2,4,1,1
24,Yes,Travel_Frequently,1469,Research & Development,10,1,Technical Degree,1,5107,4,Female,94,4,3,Manager,3,Divorced,6674,5662,8,Y,Yes,21,4,4,80,0,0,1,2,0,0,3,3
21,Yes,Travel_Frequently,250,Sales,8,3,Life Sciences,1,9430,4,Female,50,4,1,Human Resources,2,Divorced,4967,5650,3,Y,No,19,4,3,80,3,4,0,1,1,4,1,3
26,Yes,Travel_Rarely,1319,Sales,27,4,Human Resources,1,1378,2,Male,31,3,1,Manager,4,Divorced,2948,6942,9,Y,No,16,4,3,80,3,6,6,4,1,1,1,5
24,Yes,Travel_Rarely,553,Sales,22,3,Marketing,1,5612,3,Female,55,1,4,Research Director,4,Single,1340,14091,3,Y,No,21,4,3,80,1,4,1,1,4,5,0,1
21,Yes,Travel_Frequently,1009,Sales,3,4,Life Sciences,1,5068,2,Male,36,3,1,Manager,1,Married,3242,19460,5,Y,Yes,24,3,1,80,2,2,4,2,0,3,2,4
22,Yes,Travel_Rarely,1226,Sales,22,1,Technical Degree,1,8512,4,Female,94,3,4,Manager,1,Married,1709,16491,4,Y,Yes,17,3,1,80,2,3,4,2,2,4,1,3
28,Yes,Travel_Rarely,199,Human Resources,12,1,Human Resources,1,9662,4,Female,67,2,3,Research Director,2,Married,5618,8206,0,Y,Yes,11,4,1,80,2,0,2,4,7,2,3,2
27,Yes,Non-Travel,1055,Human Resources,20,1,Life Sciences,1,6782,3,Male,39,3,5,Human Resources,2,Single,4085,14957,0,Y,No,11,3,1,80,0,10,1,4,9,1,2,3
28,Yes,Travel_Rarely,157,Human Resources,28,3,Medical,1,3487,1,Female,62,4,1,Healthcare Representative,2,Married,4374,12758,9,Y,No,12,4,4,80,0,4,4,4,5,0,0,0
26,Yes,Travel_Frequently,1059,Research & Development,18,5,Medical,1,4941,1,Female,32,1,2,Human Resources,3,Divorced,5728,7673,3,Y,Yes,24,3,1,80,0,2,3,3,7,5,4,0
20,Yes,Non-Travel,643,Sales,11,3,Life Sciences,1,3981,2,Male,66,2,2,Research Scientist,1,Married,2381,18817,4,Y,Yes,13,4,3,80,0,8,1,2,6,0,5,2
25,Yes,Non-Travel,1077,Human Resources,13,4,Technical Degree,1,8786,3,Male,43,3,2,Laboratory Technician,1,Divorced,3064,9967,5,Y,No,14,4,2,80,0,1,2,4,5,5,4,1
26,Yes,Non-Travel,1055,Sales,4,5,Other,1,7703,3,Female,75,4,3,Human Resources,3,Divorced,4390,4147,2,Y,No,24,3,4,80,0,6,3,1,8,1,0,1
23,Yes,Travel_Rarely,192,Research & Development,26,3,Life Sciences,1,4984,1,Male,96,2,1,Manager,4,Married,7850,18372,9,Y,Yes,24,3,2,80,3,0,2,1,2,1,3,1
19,Yes,Travel_Frequently,1036,Human Resources,25,4,Human Resources,1,6072,2,Male,75,4,2,Healthcare Representative,2,Single,7157,19260,8,Y,No,21,3,4,80,1,1,2,3,0,0,1,4
26,Yes,Travel_Frequently,153,Research & Development,12,4,Other,1,4534,3,Male,55,3,1,Healthcare Representative,4,Single,6427,19568,1,Y,No,16,3,3,80,0,7,5,4,9,6,0,3
24,Yes,Travel_Frequently,810,Human Resources,17,2,Other,1,9877,3,Female,38,2,1,Manufacturing Director,2,Single,4931,18994,5,Y,Yes,12,3,1,80,3,6,4,4,8,2,1,4
28,Yes,Travel_Frequently,361,Human Resources,5,1,Human Resources,1,6400,2,Female,99,4,4,Laboratory Technician,2,Married,6077,9512,5,Y,Yes,20,4,1,80,3,7,2,3,4,4,3,0
29,Yes,Travel_Frequently,729,Research & Development,3,1,Marketing,1,8600,1,Female,72,2,4,Human Resources,3,Single,6943,9744,7,Y,No,17,4,3,80,0,4,2,4,4,3,4,5
25,Yes,Travel_Rarely,795,Human Resources,12,4,Life Sciences,1,6995,3,Male,99,4,1,Human Resources,3,Single,4969,5042,1,Y,No,16,4,3,80,1,10,5,2,4,6,3,1
24,Yes,Non-Travel,106,Research & Development,1,5,Medical,1,8315,4,Female,46,2,5,Research Scientist,1,Married,3625,12272,1,Y,No,20,3,3,80,1,3,1,3,0,0,0,1
23,Yes,Non-Travel,1018,Sales,2,3,Marketing,1,9015,3,Male,98,1,2,Research Scientist,1,Divorced,6952,10105,6,Y,No,23,3,4,80,2,7,1,3,5,2,0,4
24,Yes,Travel_Rarely,929,Research & Development,12,5,Marketing,1,5251,3,Male,56,3,1,Sales Representative,1,Divorced,4023,18864,6,Y,No,18,4,2,80,1,3,1,3,1,1,4,5
22,Yes,Travel_Rarely,716,Research & Development,18,4,Life Sciences,1,6265,4,Male,48,3,3,Research Scientist,4,Single,6356,7085,7,Y,No,23,3,2,80,3,6,5,1,2,1,2,0
20,Yes,Travel_Rarely,692,Research & Development,18,4,Technical Degree,1,8364,3,Female,75,1,2,Manufacturing Director,2,Divorced,1703,2802,8,Y,Yes,24,3,4,80,0,7,1,4,9,6,1,0
28,Yes,Non-Travel,913,Sales,11,4,Human Resources,1,4899,4,Female,88,4,3,Human Resources,4,Divorced,2576,10506,0,Y,No,21,4,4,80,0,2,6,2,3,0,4,0
21,Yes,Non-Travel,1164,Research & Development,17,4,Human Resources,1,1409,1,Male,39,4,4,Healthcare Representative,1,Married,5727,18560,3,Y,Yes,12,4,4,80,3,3,5,2,1,6,4,2
23,Yes,Travel_Frequently,937,Sales,8,5,Marketing,1,5537,2,Male,93,4,4,Sales Representative,2,Single,6226,16807,6,Y,No,16,4,4,80,3,0,0,4,5,0,1,4
23,Yes,Non-Travel,680,Human Resources,21,3,Marketing,1,8903,3,Female,69,3,2,Manager,2,Divorced,7258,6017,8,Y,Yes,15,4,4,80,1,10,4,1,7,6,4,5
28,Yes,Travel_Frequently,444,Human Resources,29,1,Human Resources,1,2058,4,Male,78,3,5,Sales Executive,3,Divorced,6378,3118,4,Y,No,10,4,1,80,1,9,0,3,4,4,5,4
21,Yes,Non-Travel,1093,Sales,24,5,Marketing,1,3041,3,Male,51,4,5,Manager,3,Married,2143,7642,3,Y,Yes,23,4,1,80,1,8,4,1,9,3,0,0
28,Yes,Non-Travel,820,Human Resources,28,4,Other,1,9677,1,Female,35,1,2,Sales Representative,2,Divorced,4579,9667,7,Y,No,12,4,3,80,0,0,1,4,3,4,2,0
29,Yes,Travel_Rarely,571,Sales,20,5,Marketing,1,4226,2,Female,89,1,4,Manager,1,Single,6112,4142,7,Y,Yes,24,4,2,80,0,3,1,4,1,2,3,5
19,Yes,Non-Travel,1279,Human Resources,18,3,Other,1,7096,3,Male,83,4,1,Laboratory Technician,1,Divorced,3634,4695,6,Y,Yes,21,4,1,80,1,7,4,1,6,4,4,1
19,Yes,Travel_Frequently,288,Human Resources,4,3,Other,1,7493,2,Male,56,1,2,Manufacturing Director,3,Single,6242,6240,9,Y,Yes,20,4,1,80,1,5,6,3,4,5,2,3
27,Yes,Travel_Rarely,1429,Human Resources,17,3,Life Sciences,1,4538,2,Male,45,2,4,Manufacturing Director,1,Divorced,5339,13783,3,Y,Yes,10,4,3,80,3,8,5,3,5,4,0,3
22,Yes,Travel_Rarely,771,Sales,28,2,Other,1,1502,2,Male,93,3,3,Manufacturing Director,4,Married,2655,6500,6,Y,No,16,4,2,80,2,6,1,2,0,0,2,4
26,Yes,Non-Travel,508,Research & Development,2,2,Medical,1,8710,4,Male,64,1,5,Manufacturing Director,3,Divorced,5536,15385,4,Y,Yes,24,3,4,80,0,4,5,2,2,3,0,3
22,Yes,Travel_Rarely,540,Research & Development,22,5,Technical Degree,1,9797,3,Female,51,3,2,Sales Representative,1,Divorced,5876,18550,2,Y,No,21,3,4,80,2,11,6,2,8,3,2,0
25,Yes,Travel_Rarely,791,Human Resources,21,5,Technical Degree,1,3369,1,Female,66,3,1,Human Resources,1,Married,2209,19076,6,Y,Yes,12,4,4,80,3,10,3,1,4,5,3,2
22,Yes,Travel_Rarely,736,Research & Development,13,3,Technical Degree,1,9616,1,Male,81,1,1,Manufacturing Director,4,Divorced,3670,7884,0,Y,Yes,14,4,4,80,0,2,1,1,2,0,0,5
